building_id,latitude,longitude,Energy_Consumption,CO2_Usage,Water_Usage,Energy_Intensity,CO2_Intensity,true_energy_label,true_ges_label,adresse_ban,numero_voie_ban,nom_rue_ban,code_postal_ban,nom_commune_ban,identifiant_ban,adresse_brut,nom_commune_brut,code_postal_brut,annee_construction,surface_habitable_immeuble,log1p_Energy_Consumption,log1p_CO2_Usage,log1p_Energy_Intensity,log1p_CO2_Intensity,city,year,PC1,PC2,cluster
2384E1932005F,43.872935026743065,5.183824953180456,19499.2,1499.7,5849.76,119.0,9.0,E,B,1536 chemin des gros 84220 Gordes,1536,chemin des gros,84220,Gordes,84050_0340_01536,"1536, Chemin des Gros",GORDES,84220,,,9.878180000909499,7.313686944901944,4.787491742782046,2.302585092994046,gordes,2024,-0.1252049389456053,-0.31199660188920736,0
2384E1114848C,43.87141200585543,5.19336994658566,25211.1,1314.1,7563.329999999999,85.0,4.0,C,A,623 route des cerisiers 84220 Gordes,623,route des cerisiers,84220,Gordes,84050_0110_00623,"623, Route des cerisiers
Hameau les Martins",GORDES,84220,2008.0,,10.135079316990357,7.181667987347919,4.454347296253507,1.6094379124341003,gordes,2024,-0.6743548946302033,-1.0508176223137156,0
2384E1005100A,43.91079399592046,5.19975496368256,5827.4,440.4,1748.2199999999998,380.0,28.0,G,C,Rue des Clastres 84220 Gordes,,Rue des Clastres,84220,Gordes,84050_0125,Rue de l'Eglise - rue des Clastres,GORDES,84220,,,8.6704977991397,6.089951493822636,5.942799375126701,3.367295829986474,gordes,2024,0.10837308356459249,2.515750873470433,2
2384E0301132I,43.87804103723487,5.21063899615927,4181.0,304.6,1254.3,102.0,7.4,D,B,Ancien Chemin des Beaumettes 84220 Gordes,,Ancien Chemin des Beaumettes,84220,Gordes,84050_0064,moulin des roberts,BEAUMETTES,84220,2006.0,,8.338544879988579,5.722277057292366,4.634728988229636,2.128231705849268,gordes,2024,-1.9461194216187854,1.0246517933767065,3
2384E2142566S,43.90323198124939,5.2350199382083344,28538.5,1814.9,8561.55,122.0,7.0,D,B,347 chemin de toudoumiane 84220 Gordes,347,chemin de toudoumiane,84220,Gordes,84050_0858_00347,347 Chemin de Toudoumiane,GORDES,84220,1977.0,,10.259044371606166,7.504336491565751,4.812184355372417,2.0794415416798357,gordes,2024,0.07740243718836531,-0.6906030653571229,0
2384E1581845N,43.87197898605874,5.195223960240157,40350.5,2719.2,12105.15,265.0,17.0,G,C,110 Che des Martins 84220 Gordes,110,Che des Martins,84220,Gordes,84050_0545_00110,110 hameau LES MARTINS,GORDES,84220,1629.0,,10.605383847728321,7.908460685998653,5.583496308781699,2.8903717578961645,gordes,2024,1.5048449392473287,0.05659352228589526,2
2384E1607333V,43.8706110177862,5.168075989802447,37502.6,5667.1,11250.779999999999,184.0,27.0,D,C,1234 route du plan 84220 Gordes,1234,route du plan,84220,Gordes,84050_0694_01234,1234 route du plan,GORDES,84220,,,10.532192207350796,8.642609243562488,5.220355825078324,3.332204510175204,gordes,2024,1.7503809346744623,-0.3515007474209214,1
2384E0788633J,43.9110449575324,5.201066003865603,7857.0,599.0,2357.1,290.0,22.0,G,C,Rue Andre Lhote 84220 Gordes,,Rue Andre Lhote,84220,Gordes,84050_0025,Rue André lhote,GORDES,84220,,,8.969287400118406,6.396929655216146,5.673323267171493,3.1354942159291497,gordes,2024,0.08270952556100983,1.8440506282894888,2
2384E0740094M,43.88887297630618,5.1735190221628,18782.8,1254.1,5634.839999999999,94.0,6.0,D,B,321 chemin de peyre benet 84220 Gordes,321,chemin de peyre benet,84220,Gordes,84050_0683_00321,321 CHEMIN DE PEYRE BENET,GORDES,84220,,,9.840750075211684,7.1349705296664006,4.553876891600541,1.9459101490553132,gordes,2024,-0.6042997358387586,-0.6065936660416157,0
2384E0668233P,43.875614029131576,5.190168942293887,38806.7,8368.3,11642.009999999998,139.0,29.0,C,C,27 chemin des beaumonnes 84220 Gordes,27,chemin des beaumonnes,84220,Gordes,84050_0065_00027,"27, Chemin des Beaumonnes
FONTCAUDETTE",GORDES,84220,,,10.5663739595303,9.032325527967053,4.941642422609304,3.4011973816621555,gordes,2024,1.7653035852175663,-0.7698596057023014,1
2384E1951690I,43.8904860086099,5.187035984452177,24661.7,1918.9,7398.51,246.0,19.0,G,C,395 route de courtecambe 84220 Gordes,395,route de courtecambe,84220,Gordes,84050_0141_00395,"395, Route de Courtecambe",GORDES,84220,,,10.113047259775941,7.56002838033211,5.5093883366279774,2.995732273553991,gordes,2024,1.063448902269612,0.4656987927394313,2
2384E0773089N,43.89882095780734,5.173468021097302,99341.0,31805.2,29802.3,290.0,93.0,F,F,685 chemin de la croix des baux 84220 Gordes,685,chemin de la croix des baux,84220,Gordes,84050_0145_00685,"685, Chemin de la Croix des Baux",GORDES,84220,,,11.506323721335667,10.367416518317828,5.673323267171493,4.543294782270004,gordes,2024,4.105534913167161,-0.6459316323704125,1
2384E0900831R,43.901757007673915,5.227739011061034,2645.2,185.2,793.56,87.0,6.0,D,A,215 chemin du bois 84220 Gordes,215,chemin du bois,84220,Gordes,84050_0072_00215,"215, Chemin du Bois",GORDES,84220,2000.0,,7.88087992760831,5.226821364842967,4.477336814478207,1.9459101490553132,gordes,2024,-2.656174278926005,1.2629051557447435,3
2384E1308131B,43.88743702360417,5.184905963859662,54331.7,17381.8,16299.509999999998,258.0,82.0,F,F,chemin du tourteron 84220 Gordes,,chemin du tourteron,84220,Gordes,84050_0870,"MAS TOURTERON
CHEMIN SAINT BLAISE",GORDES,84220,,,10.902881534611135,9.763236490561479,5.556828061699537,4.418840607796598,gordes,2024,3.325444945866748,-0.20944452642153422,1
2384E1442148O,43.90155004332839,5.207429002100079,17148.8,1325.8,5144.639999999999,163.0,12.0,F,C,Gordes,,,84220,Gordes,84050,100 chemin des barres,GORDES,84220,1980.0,,9.749741790718506,7.190525307072897,5.099866427824199,2.5649493574615367,gordes,2024,0.1315098110750157,0.24026115863978292,2
2384E0301133J,43.87804103723487,5.21063899615927,4646.5,334.1,1393.95,80.1,5.7,D,A,Ancien Chemin des Beaumettes 84220 Gordes,,Ancien Chemin des Beaumettes,84220,Gordes,84050_0064,moulin des roberts,BEAUMETTES,84220,2006.0,,8.4440847195956,5.814428994743265,4.395682961121367,1.9021075263969205,gordes,2024,-2.1534279621325974,0.5879522130227033,3
2384E1607339B,43.8706110177862,5.168075989802447,13946.2,3059.0,4183.86,204.0,44.0,D,D,1234 route du plan 84220 Gordes,1234,route du plan,84220,Gordes,84050_0694_01234,1234 route du plan,GORDES,84220,,,9.543034050257312,8.026170194946426,5.3230099791384085,3.8066624897703196,gordes,2024,1.2400426164632667,0.8039158882393468,2
2384E2013518I,43.91120796878078,5.205894963986809,11076.4,835.9,3322.9199999999996,126.5,9.5,E,B,650 chemin de la croix du coq 84220 Gordes,650,chemin de la croix du coq,84220,Gordes,84050_0147_00650,650 chemin de la Croix du Coq,GORDES,84220,1900.0,,9.312662275725293,6.729704589038828,4.848116364598481,2.3513752571634776,gordes,2024,-0.6410335154244344,0.3435824668101447,0
2384E1005024C,43.91079399592046,5.19975496368256,5942.8,448.2,1782.84,297.0,22.0,G,C,Rue des Clastres 84220 Gordes,,Rue des Clastres,84220,Gordes,84050_0125,Rue de l'Eglise - rue des Clastres,GORDES,84220,,,8.690103938456005,6.107468222864288,5.697093486505405,3.1354942159291497,gordes,2024,-0.19070989649288483,2.1521809205592164,2
2384E0778684S,43.876240991113235,5.1837440393269345,3915.2,289.8,1174.56,35.0,2.0,B,A,chemin des gros 84220 Gordes,,chemin des gros,84220,Gordes,84050_0340,Quartier Les Gros,GORDES,84220,2018.0,,8.272877074869227,5.672635745659364,3.58351893845611,1.0986122886681098,gordes,2024,-3.3900078610387605,-0.4046952594562738,3
2384E1340864A,43.87191702652902,5.195045983541983,97024.0,28002.9,29107.2,296.0,85.0,F,F,119 Che des Martins 84220 Gordes,119,Che des Martins,84220,Gordes,84050_0545_00119,119 CHEMIN DES MARTINS,GORDES,84220,,,11.482723956237107,10.240099065172272,5.6937321388027,4.454347296253507,gordes,2024,4.001867151340558,-0.6001641208255782,1
2384E0457525L,43.871016988759415,5.1798140552748295,30867.2,2410.2,9260.16,261.0,20.0,G,C,749 Che du Serre 84220 Gordes,749,Che du Serre,84220,Gordes,84050_0820_00749,"749, Chemin du serre",GORDES,84220,,,10.337481806758266,7.7878798278722305,5.568344503761097,3.044522437723423,gordes,2024,1.3683065290896106,0.3192912228784751,2
2384E0105931P,43.92254098622167,5.191523059325143,8764.7,665.5,2629.4100000000003,138.0,10.0,E,B,1424 Route de Senanque 84220 Gordes,1424,Route de Senanque,84220,Gordes,84050_0810_01424,1424 ROUTE DE SENAQUE,GORDES,84220,,,9.078601657258291,6.502040139618764,4.9344739331306915,2.3978952727983707,gordes,2024,-0.7867734101805325,0.6833514851121452,0
2384E1613080W,43.87723001096879,5.193652041564874,22669.5,1755.8,6800.849999999999,140.0,10.0,E,B,1594 route des beaumettes 84220 Gordes,1594,route des beaumettes,84220,Gordes,84050_0063_01594,1594 ROUTE DES BEAUMETTES,GORDES,84220,1983.0,,10.028819798838416,7.471249251315212,4.948759890378168,2.3978952727983707,gordes,2024,0.2096978486198431,-0.262030728414396,2
2384E1695546Q,43.88424601481789,5.170456977883582,58792.8,18836.3,17637.84,309.0,99.0,F,F,chemin des bouisses 84220 Gordes,,chemin des bouisses,84220,Gordes,84050_0082,Chemin des Bouisses - Les Imberts,GORDES,84220,,,10.98179168615043,9.843594225758283,5.736572297479192,4.605170185988092,gordes,2024,3.649541756554239,-0.030328703141179636,1
2384E1643948C,43.91092198717481,5.200046944314629,4492.8,329.8,1347.84,80.0,5.0,D,A,Place Genty Pantaly 84220 Gordes,,Place Genty Pantaly,84220,Gordes,84050_0310,Place Genty Pantaly,GORDES,84220,,,8.41045394797213,5.801513963149536,4.394449154672439,1.791759469228055,gordes,2024,-2.2420680627768754,0.56912566403797,3
2384E1005058K,43.91079399592046,5.19975496368256,6206.8,469.1,1862.04,310.0,23.0,G,C,Rue des Clastres 84220 Gordes,,Rue des Clastres,84220,Gordes,84050_0125,Rue de l'Eglise - rue des Clastres,GORDES,84220,,,8.733561844849246,6.152945438030085,5.739792912179234,3.1780538303479458,gordes,2024,-0.08853423748077317,2.168666825309719,2
2384E2156894U,43.914510955139114,5.209512018648524,19742.5,5194.6,5922.75,202.0,53.0,E,E,777 Route Neuve 84220 Gordes,777,Route Neuve,84220,Gordes,84050_0600_00777,"777, Route neuve",GORDES,84220,,,9.890579602235345,8.55556739253313,5.313205979041787,3.9889840465642745,gordes,2024,1.771409089055326,0.4536755967938108,1
2384E2140021V,43.91739503396435,5.196767980113874,11659.8,756.6,3497.9399999999996,98.0,6.0,D,B,70 chemin des caquettes 84220 Gordes,70,chemin des caquettes,84220,Gordes,84050_0104_00070,70 CHEMIN DES CAQUETTES,GORDES,84220,,,9.36398806818553,6.6301555418718685,4.59511985013459,1.9459101490553132,gordes,2024,-1.0752729551500335,-0.07602568895047786,0
2384E0846453F,43.910965004727764,5.198290951053082,11301.9,866.6,3390.5699999999997,169.0,13.0,F,C,118 Rue Jean Deyrole 84220 Gordes,118,Rue Jean Deyrole,84220,Gordes,84050_0400_00118,"118, Rue Jean Deyrole",GORDES,84220,,,9.332814608942888,6.76573077895272,5.135798437050262,2.6390573296152584,gordes,2024,-0.23153823566014148,0.7277663650157175,2
2384E0114589P,43.90782895940352,5.198106029436478,22961.8,1770.8,6888.54,179.0,13.0,F,C,387 Chemin de Bel Air 84220 Gordes,387,Chemin de Bel Air,84220,Gordes,84050_0068_00387,387 Chemin de Bel Air,GORDES,84220,,,10.04163079421757,7.479751257977932,5.19295685089021,2.6390573296152584,gordes,2024,0.5434613071463517,0.0734558890957221,2
2384E1145239Z,43.87635697931222,5.190677964705534,26309.7,6465.9,7892.91,175.0,43.0,D,D,397 Chemin de Fontcaudette 84220 Gordes,397,Chemin de Fontcaudette,84220,Gordes,84050_0288_00397,"397, Chemin de Fontcaudette",GORDES,84220,,,10.177730979533697,8.77445213820658,5.170483995038151,3.784189633918261,gordes,2024,1.812774009884742,-0.03848431916436305,1
2384E0683783R,43.875614029131576,5.190168942293887,38806.7,8368.3,11642.009999999998,139.0,29.0,C,C,27 chemin des beaumonnes 84220 Gordes,27,chemin des beaumonnes,84220,Gordes,84050_0065_00027,"27, Chemin des Beaumonnes
FONTCAUDETTE",GORDES,84220,1996.0,,10.5663739595303,9.032325527967053,4.941642422609304,3.4011973816621555,gordes,2024,1.7653035852175663,-0.7698596057023014,1
2384E1320103N,43.90775096285477,5.198036030818308,6328.3,469.1,1898.49,127.0,9.0,E,B,399 Chemin de Bel Air 84220 Gordes,399,Chemin de Bel Air,84220,Gordes,84050_0068_00399,"BEL AIR
399 CHEMIN DE BEL AIR",GORDES,84220,,,8.752944924505135,6.152945438030085,4.852030263919617,2.302585092994046,gordes,2024,-1.2485559228504537,0.8957228595331393,3
2384E2048611B,43.90314899385824,5.196222057377208,42004.9,10578.0,12601.47,158.0,39.0,D,D,204 Chemin des Escortiels 84220 Gordes,204,Chemin des Escortiels,84220,Gordes,84050_0240_00204,"204, Chemin des Escortiels",GORDES,84220,,,10.645565363590125,9.266626182986775,5.0689042022202315,3.6888794541139363,gordes,2024,2.173183017408597,-0.6587193998663089,1
2384E1613476C,43.90777503367199,5.198105944963793,9227.9,711.2,2768.37,33.0,2.5,B,A,Chemin de Bel Air 84220 Gordes,,Chemin de Bel Air,84220,Gordes,84050_0068,Quartier Bel Air,GORDES,84220,1979.0,,9.130095143796753,6.568358770843678,3.5263605246161616,1.252762968495368,gordes,2024,-2.4486403869277296,-1.2755438979832616,3
2384E1951638I,43.8904860086099,5.187035984452177,68817.7,21968.0,20645.309999999998,206.0,65.0,E,E,395 route de courtecambe 84220 Gordes,395,route de courtecambe,84220,Gordes,84050_0141_00395,"395, Route de Courtecambe",GORDES,84220,,,11.139230789315457,9.99738764772918,5.332718793265369,4.189654742026425,gordes,2024,3.267227555883592,-0.7672201165137051,1
2384E1005073Z,43.91079399592046,5.19975496368256,5769.0,435.8,1730.7,377.0,28.0,G,C,Rue des Clastres 84220 Gordes,,Rue des Clastres,84220,Gordes,84050_0125,Rue de l'Eglise - rue des Clastres,GORDES,84220,,,8.660427359502146,6.079475424430695,5.934894195619588,3.367295829986474,gordes,2024,0.09179360857298954,2.5178826290479575,2
2384E0842648W,43.910965004727764,5.198290951053082,23657.2,1357.8,7097.16,454.0,26.0,G,C,118 Rue Jean Deyrole 84220 Gordes,118,Rue Jean Deyrole,84220,Gordes,84050_0400_00118,"118, Rue Jean Deyrole",GORDES,84220,,,10.071465056869933,7.214357236286429,6.12029741895095,3.295836866004329,gordes,2024,1.5249550983360325,1.3614846407907002,2
2384E1555876S,43.882336024616684,5.18019004381475,25189.6,1950.2,7556.879999999999,126.6,9.8,E,B,876 Route de Saint Pantaleon 84220 Gordes,876,Route de Saint Pantaleon,84220,Gordes,84050_0803_00876,876 route de Saint Pantaleon,GORDES,84220,1700.0,,10.134226188038772,7.57619984690171,4.848900370910689,2.379546134130174,gordes,2024,0.23121352476656826,-0.47744791166470596,0
2384E1005045X,43.91079399592046,5.19975496368256,5512.0,415.6,1653.6,367.0,27.0,G,C,Rue des Clastres 84220 Gordes,,Rue des Clastres,84220,Gordes,84050_0125,Rue de l'Eglise - rue des Clastres,GORDES,84220,,,8.614864218589684,6.032126528826872,5.908082938168931,3.332204510175204,gordes,2024,0.003907516803781784,2.522713596570749,2
2384E1455708C,43.87434701115476,5.1945459988293985,5360.7,398.8,1608.2099999999998,38.0,2.0,B,A,115 Chemin des Michelons 84220 Gordes,115,Chemin des Michelons,84220,Gordes,84050_0555_00115,"Hameau les Martins
115, Chemin des Michelons",GORDES,84220,2020.0,,8.587036367958026,5.9909644220663,3.6635616461296463,1.0986122886681098,gordes,2024,-3.003864793872725,-0.6391930086153494,3
2384E0773069T,43.89882095780734,5.173468021097302,99421.7,31810.4,29826.51,291.0,93.0,F,F,685 chemin de la croix des baux 84220 Gordes,685,chemin de la croix des baux,84220,Gordes,84050_0145_00685,"685, Chemin de la Croix des Baux",GORDES,84220,,,11.507135736793483,10.367579995091916,5.676753802268282,4.543294782270004,gordes,2024,4.108712708030453,-0.6429958921632251,1
2384E0105688G,43.92254098622167,5.191523059325143,84566.6,14262.8,25369.98,293.0,49.0,F,D,1424 Route de Senanque 84220 Gordes,1424,Route de Senanque,84220,Gordes,84050_0810_01424,1424 ROUTE DE SENAQUE,GORDES,84220,1997.0,,11.34530649351583,9.565480138132282,5.683579767338681,3.912023005428146,gordes,2024,3.31477083655985,-0.49935416546295874,1
2384E2042439R,43.87518199372987,5.195733023242349,6718.3,510.1,2015.49,134.0,10.0,E,B,hameau les bouilladoires 84220 Gordes,,hameau les bouilladoires,84220,Gordes,84050_m9a0nm,"590, Les Bouilladoires",GORDES,84220,,,8.812739261424804,6.236565265774234,4.90527477843843,2.3978952727983707,gordes,2024,-1.0823808745044883,0.9199781916622287,0
2384E1416901N,43.90743502210629,5.201907045394026,4122.2,310.6,1236.6599999999999,123.0,9.0,E,B,66 route des adams 84220 Gordes,66,route des adams,84220,Gordes,84050_0006_00066,66 CHEMIN DES ADAMS,GORDES,84220,,,8.3243848398981,5.741720313996593,4.820281565605037,2.302585092994046,gordes,2024,-1.706104011772172,1.2869852478739998,3
2384E1005078E,43.91079399592046,5.19975496368256,6933.8,526.5,2080.14,346.0,26.0,G,C,Rue des Clastres 84220 Gordes,,Rue des Clastres,84220,Gordes,84050_0125,Rue de l'Eglise - rue des Clastres,GORDES,84220,,,8.844307493111733,6.268148865350222,5.849324779946859,3.295836866004329,gordes,2024,0.17734357926621644,2.2153776766529565,2
2384E0721482Q,43.912730017647455,5.197812972609831,22152.6,1683.4,6645.78,104.0,7.0,D,B,Rue de la Combe 84220 Gordes,,,84220,Gordes,84050_0130,Rue de la Combe,GORDES,84220,,,10.005755290483707,7.429164696287772,4.653960350157523,2.0794415416798357,gordes,2024,-0.22691343959598995,-0.6617564452799909,0
2384E0863086Y,43.910965004727764,5.198290951053082,207725.3,64625.7,62317.59,312.0,97.0,F,F,118 Rue Jean Deyrole 84220 Gordes,118,Rue Jean Deyrole,84220,Gordes,84050_0400_00118,"118, Rue Jean Deyrole",GORDES,84220,,,12.24397662678776,11.076382917074028,5.746203190540153,4.584967478670572,gordes,2024,4.9309736894170495,-1.2844625370543117,1
2384E0810145T,43.90839300636883,5.214168971970665,47910.2,2752.8,14373.06,199.6,11.4,F,C,303 chemin des goges 84220 Gordes,303,chemin des goges,84220,Gordes,84050_0315_00303,303 Chemin DES GOGES,GORDES,84220,1975.0,,10.777104576526554,7.920737055010272,5.301312875527835,2.517696472610991,gordes,2024,1.1868449023533805,-0.49767136865515527,2
2384E1618007J,43.88536503469043,5.167794045075615,7735.7,560.9,2320.71,67.9,4.9,C,A,194 chemin de la cerisaie 84220 Gordes,194,chemin de la cerisaie,84220,Gordes,84050_0109_00194,194 Lotissement la Cerisaie,GORDES,84220,2000.0,,8.953730519078812,6.3313238981181525,4.232656178019613,1.7749523509116738,gordes,2024,-1.8223369051960814,-0.14397408843605106,3
2484E0764893I,43.87361600978859,5.200808033975479,8884.8,644.6,2665.4399999999996,40.4,2.9,B,A,331 chemin des chavelles 84220 Gordes,331,chemin des chavelles,84220,Gordes,84050_0118_00331,331 chemin des chavelles,GORDES,84220,1980.0,,9.092209775927683,6.470180116955739,3.7232808808312687,1.3609765531356006,gordes,2024,-2.3022469866998394,-0.9709710896266457,3
2484E0497634D,43.913045037090775,5.194827003214343,4732.9,347.7,1419.87,98.0,7.0,D,B,28 domaine des bastidons 84220 Gordes,28,domaine des bastidons,84220,Gordes,84050_6f3393_00028,28 DOMAINE DES BASTIDONNES,GORDES,84220,,,8.462504666065437,5.854211953681605,4.59511985013459,2.0794415416798357,gordes,2024,-1.872913331526189,0.8373587703235575,3
2484E0418715U,43.92715900819643,5.202416007818397,9553.6,717.0,2866.08,159.0,11.0,F,C,301 chemin de fontanille 84220 Gordes,301,chemin de fontanille,84220,Gordes,84050_0281_00301,"Camping des Sources
301, Chemin de Fontanille",GORDES,84220,,,9.164777992899092,6.576469569048224,5.075173815233827,2.4849066497880004,gordes,2024,-0.5466651892890474,0.7801584703501512,0
2484E0587441G,43.911602978759305,5.1999079401992105,26073.6,8365.9,7822.079999999999,310.0,99.0,F,F,20 Route de Murs 84220 Gordes,20,Route de Murs,84220,Gordes,84050_0580_00020,20 Route de Murs,GORDES,84220,,166.0,10.168716939386975,9.032038724509105,5.739792912179234,4.605170185988092,gordes,2024,2.816404451228745,0.7881923130942113,1
2484E1659084H,43.88572200052973,5.224899995297872,36752.3,10426.9,11025.69,246.0,69.0,E,E,820 route de la la badelle 84220 Gordes,820,route de la la badelle,84220,Gordes,84050_0034_00820,"820, Route de la Badelle",GORDES,84220,,,10.511983296527937,9.252240185440861,5.5093883366279774,4.248495242049359,gordes,2024,2.739215077384489,0.10851139787692954,1
2484E0286112R,43.876147956925266,5.1912329859328805,37134.5,1212.8,11140.35,265.0,8.0,E,B,379 Chemin de Fontcaudette 84220 Gordes,379,Chemin de Fontcaudette,84220,Gordes,84050_0288_00379,379 Chemin de Fontcaudette,GORDES,84220,,,10.52232866439945,7.101511213401754,5.583496308781699,2.1972245773362196,gordes,2024,0.7156405170773219,0.11903625019326713,2
2484E0983628F,43.87827704505957,5.191450972466155,7305.6,541.4,2191.68,25.8,1.9,A,A,172 Chemin de Fontcaudette 84220 Gordes,172,Chemin de Fontcaudette,84220,Gordes,84050_0288_00172,172 chemin de Fontcaudette,GORDES,84220,2015.0,,8.896533328264626,6.296003736626186,3.288401887516811,1.0647107369924282,gordes,2024,-2.993479806649412,-1.3467667137944577,3
2484E1170522L,43.9161339960252,5.210504957877543,17956.3,1040.6,5386.889999999999,137.0,7.0,D,B,53 Chemin des Reirettes 84220 Gordes,53,Chemin des Reirettes,84220,Gordes,84050_0750_00053,"53, Chemin des Reirettes",GORDES,84220,,,9.795751996479167,6.9485132714543045,4.927253685157205,2.0794415416798357,gordes,2024,-0.35120236251666925,-0.07501082026316812,0
2484E0117597I,43.90393203693798,5.231319013598247,10980.9,843.1,3294.27,194.0,14.0,G,C,41 chemin de toudoumiane 84220 Gordes,41,chemin de toudoumiane,84220,Gordes,84050_0858_00041,"41, Chemin de Toudoumiane",GORDES,84220,,,9.304003741987854,6.738270970989674,5.272999558563747,2.70805020110221,gordes,2024,-0.11683229915797871,0.9245422168153996,2
2484E0703393Y,43.91854499877508,5.194675988273074,5066.9,371.7,1520.07,107.0,7.0,D,B,Route de Senanque 84220 Gordes,,Route de Senanque,84220,Gordes,84050_0810,"Route de Senanque 
Bastidon n°20",GORDES,84220,,,8.530681809596793,5.9207738064852125,4.68213122712422,2.0794415416798357,gordes,2024,-1.7369441374613337,0.8588477112681198,3
2484E2071157G,43.876771985638534,5.194819034925952,51432.2,15284.9,15429.659999999998,501.0,149.0,G,G,Chemin des Bouilladoires 84220 Gordes,,Chemin des Bouilladoires,84220,Gordes,84050_0080,"1322, Route de Foncaudette (Les Bouilladoires)",GORDES,84220,1974.0,,10.848039157327223,9.634686113847636,6.218600119691729,5.0106352940962555,gordes,2024,4.0761945311397625,0.786847443834629,1
2484E1657743S,43.88307702167162,5.187965040834791,15004.5,1130.4,4501.349999999999,102.0,7.0,D,B,1579 Route de Saint Pantaleon 84220 Gordes,1579,Route de Saint Pantaleon,84220,Gordes,84050_0803_01579,"1579, Route de Saint Pantaléon",GORDES,84220,,,9.616172079545219,7.0312110829090555,4.634728988229636,2.0794415416798357,gordes,2024,-0.645942263023475,-0.2876789130060313,0
2484E0582379O,43.91841296971365,5.238792950633169,24381.9,819.7,7314.570000000001,236.0,7.0,E,B,960 Chemin de Véroncle 84220 Gordes,960,Chemin de Véroncle,84220,Gordes,84050_0912_00960,"960, Chemin de Veroncle",GORDES,84220,,,10.10163734592026,6.710157634635666,5.4680601411351315,2.0794415416798357,gordes,2024,0.14111278368064856,0.36530468100004376,2
2484E0998496B,43.87647104150638,5.194366018632668,6211.4,471.2,1863.4199999999998,214.0,16.0,G,C,1697 route des beaumettes 84220 Gordes,1697,route des beaumettes,84220,Gordes,84050_0063_01697,"1697, Route des Beaumettes",GORDES,84220,,,8.734302573695857,6.157402624651413,5.3706380281276624,2.833213344056216,gordes,2024,-0.5625207522906356,1.6501864125083545,2
2484E1096431U,43.90333999764921,5.2248869718943,16220.7,1224.9,4866.21,77.0,5.0,C,A,852 Chemin de la Capoune 84220 Gordes,852,Chemin de la Capoune,84220,Gordes,84050_0103_00852,"852, Chemin de la Capoune",GORDES,84220,,,9.694105131055267,7.111430547100949,4.356708826689592,1.791759469228055,gordes,2024,-0.9392937166131844,-0.7667610420387565,0
2484E2010790L,43.89309596777971,5.200415048682215,44648.8,10686.7,13394.640000000001,275.0,65.0,E,E,51 Chemin du Clos de Denante 84220 Gordes,51,Chemin du Clos de Denante,84220,Gordes,84050_0127_00051,"51, Chemin du clos de Denante",GORDES,84220,,,10.706605107011299,9.276848826520213,5.62040086571715,4.189654742026425,gordes,2024,2.9174892429405395,0.06374365716033506,1
2484E2183323I,43.91331698807212,5.195724044525141,6671.1,498.1,2001.33,137.0,10.0,E,B,8 Domaine des Bastidons 84220 Gordes,8,Domaine des Bastidons,84220,Gordes,84050_6f3393_00008,"Domaine des Bastidons
8, Chemin des Mians - Bastidon N°8",GORDES,84220,,,8.805689931935856,6.2128064764755635,4.927253685157205,2.3978952727983707,gordes,2024,-1.0800643363485583,0.955509267369521,0
2484E0621614P,43.87367298720347,5.196585983786434,4052.8,304.4,1215.84,29.0,2.0,A,A,2072 route des beaumettes 84220 Gordes,2072,route des beaumettes,84220,Gordes,84050_0063_02072,"2072, Route des Beaumettes
LES MARTINS",GORDES,84220,,,8.307409991803864,5.721622392784532,3.4011973816621555,1.0986122886681098,gordes,2024,-3.4876684974033325,-0.6316022423532638,3
2484E0586580D,43.911602978759305,5.1999079401992105,24670.7,7909.6,7401.21,300.0,96.0,F,F,20 Route de Murs 84220 Gordes,20,Route de Murs,84220,Gordes,84050_0580_00020,20 Route de Murs,GORDES,84220,,166.0,10.113412116756054,8.97595891123517,5.707110264748875,4.574710978503383,gordes,2024,2.717052688926148,0.7982597877194892,1
2484E1623953C,43.87447401704742,5.181251020536051,56860.6,3261.6,17058.18,312.0,17.0,G,C,96 Chemin du Serre 84220 Gordes,96,Chemin du Serre,84220,Gordes,84050_0820_00096,"96, Chemin du Serre
Hameau les Gros",GORDES,84220,,,10.948375524098571,8.090279702502203,5.746203190540153,2.8903717578961645,gordes,2024,1.9121948372937043,-0.06362845237096748,2
2484E0057164Z,43.88648601822822,5.175461003880136,28922.8,6471.7,8676.84,578.0,129.0,G,G,2400 Avenue Justin Bonfils 84220 Gordes,2400,Avenue Justin Bonfils,84220,Gordes,84050_0460_02400,"2400, Avenue Justin Bonfils
Les Imberts",GORDES,84220,,,10.272420064598,8.775348611109674,6.361302477572996,4.867534450455582,gordes,2024,3.3898055889246885,1.5539192439584784,1
2484E0057492P,43.88648601822822,5.175461003880136,29698.1,1006.4,8909.429999999998,265.0,8.0,E,B,2400 Avenue Justin Bonfils 84220 Gordes,2400,Avenue Justin Bonfils,84220,Gordes,84050_0460_02400,"2400, Avenue Justin Bonfils
Les Imberts",GORDES,84220,,,10.298872021301342,6.91512803331155,5.583496308781699,2.1972245773362196,gordes,2024,0.5018824397504339,0.330146104110142,2
