building_id,latitude,longitude,Energy_Consumption,CO2_Usage,Water_Usage,Energy_Intensity,CO2_Intensity,true_energy_label,true_ges_label,adresse_ban,numero_voie_ban,nom_rue_ban,code_postal_ban,nom_commune_ban,identifiant_ban,adresse_brut,nom_commune_brut,code_postal_brut,annee_construction,surface_habitable_immeuble,log1p_Energy_Consumption,log1p_CO2_Usage,log1p_Energy_Intensity,log1p_CO2_Intensity,class_mahalanobis,Mahalanobis_Distance,class_euclidean,class_pca,class_weighted,class_bayesian
2284E0629990R,43.91362398471582,5.19586300990356,6440.7,481.1,1932.21,140.0,10.0,E,B,1 Domaine des Bastidons 84220 Gordes,1,Domaine des Bastidons,84220,Gordes,84050_6f3393_00001,1 route de Sénanque - Domaine les Bastidons,GORDES,84220,1989.0,,8.770547759418367,6.1781515614115765,4.948759890378168,2.3978952727983707,B,5.575783373608594,B,A,A,B
2284E1165396F,43.87197898605874,5.195223960240157,16257.1,1255.9,4877.13,182.0,14.0,G,C,110 Chemin des Martins 84220 Gordes,110,Chemin des Martins,84220,Gordes,84050_0545_00110,"110, Hameau Les Martins",GORDES,84220,,,9.69634652510566,7.1364036509307915,5.209486152841421,2.70805020110221,C,6.131657357338702,B,C,C,C
2284E1167602B,43.88792600090657,5.1761070343019755,8955.4,692.7,2686.62,229.0,17.0,G,C,140 Chemin des Graveliers 84220 Gordes,140,Chemin des Graveliers,84220,Gordes,84050_0337_00140,"140, Chemin des Graveliers",GORDES,84220,,,9.100123639517184,6.542039590391256,5.438079308923196,2.8903717578961645,C,5.82539626192509,B,B,B,B
2284E1293191K,43.86501896172997,5.17119100277001,60717.0,15217.9,18215.1,207.0,52.0,E,E,1851 Route dâ€ Apt 84220 Gordes,1851,Route dâ€ Apt,84220,Gordes,84050_0026_01851,"1851, Route d'Apt",GORDES,84220,,,11.013995473450624,9.630293355479262,5.337538079701318,3.970291913552122,D,7.478612880454875,D,F,F,D
2284E0447451Y,43.91048001089466,5.230058962454781,33310.4,2450.2,9993.12,78.0,5.0,C,A,Route des Trois Soldats les Sauvestres de Veroncl 84220 Gordes,,,84220,Gordes,84050_bcqw2h,MAS VIGNERON - Hameau des SAUVESTRES,GORDES,84220,2001.0,,10.413654959725108,7.804332979546272,4.3694478524670215,1.791759469228055,C,6.149881886262883,C,E,E,C
2284E1098089M,43.86907902471606,5.171648987977122,40024.5,2534.4,12007.35,170.0,10.0,E,B,Le Plan de lâ€ Abba 84220 Gordes,,,84220,Gordes,84050_B118,Plan de L'ABBA,GORDES,84220,,,10.597272029979269,7.838106694504626,5.14166355650266,2.3978952727983707,C,5.903766969563542,C,E,E,C
2284E1291555M,43.880954032059414,5.191239062504779,44418.3,13971.0,13325.49,146.0,46.0,D,D,1130 Route des Beaumettes 84220 Gordes,1130,Route des Beaumettes,84220,Gordes,84050_0063_01130,1130 Route des Beaumettes,GORDES,84220,2004.0,,10.701429338656983,9.544810605926722,4.990432586778736,3.8501476017100584,E,8.124900412806333,D,F,F,D
2284E0346328P,43.886216022406536,5.1675420499982625,38137.6,2134.1,11441.28,165.0,9.0,E,B,Les Imberts 84220 Gordes,,,84220,Gordes,84050_7lah4v,"481 Chemin des PRES
Les Imberts",GORDES,84220,1947.0,,10.548982171611268,7.666268762973335,5.111987788356544,2.302585092994046,C,5.7773748788617985,C,E,E,C
2284E0924334P,43.8867839970101,5.168108952694416,33125.3,10034.6,9937.59,223.0,67.0,E,E,16 Chemin des Trois Places 84220 Gordes,16,Chemin des Trois Places,84220,Gordes,84050_0879_00016,"16, Chemin des 3 Places",GORDES,84220,1947.0,,10.408082807801467,9.21389405017548,5.4116460518550396,4.219507705176107,E,8.245758915988093,C,F,F,C
2284E0043910D,43.89379699993396,5.174777021824758,64538.5,20616.4,19361.55,216.0,69.0,E,E,1313 Chemin des Molliards 84220 Gordes,1313,Chemin des Molliards,84220,Gordes,84050_0560_01313,"1313, Chemin des Molliards
Lieu-dit les Routes",GORDES,84220,1947.0,,11.075032718442383,9.933890658447172,5.37989735354046,4.248495242049359,D,7.787283504378466,D,F,F,D
2284E1165337Y,43.87197898605874,5.195223960240157,35654.2,2351.5,10696.259999999998,234.0,15.0,G,C,110 Chemin des Martins 84220 Gordes,110,Chemin des Martins,84220,Gordes,84050_0545_00110,"110, Hameau Les Martins",GORDES,84220,,,10.48165027775813,7.763233871459534,5.459585514144159,2.772588722239781,C,5.994320648136591,C,E,E,C
2284E0938926V,43.90867097508836,5.195982018205669,40354.2,2483.2,12106.259999999998,92.0,5.0,C,A,Chemin de Gaumaud 84220 Gordes,,,84220,Gordes,84050_0325,Chemin de GAUMAUD,GORDES,84220,2006.0,,10.605475537761555,7.817705955110093,4.532599493153256,1.791759469228055,C,5.866467904416538,C,E,E,C
2284E0148564H,43.89189003487697,5.165607048515493,18604.3,2599.5,5581.29,63.0,8.0,C,B,2860 Chemin des Parties 84220 Gordes,2860,Chemin des Parties,84220,Gordes,84050_0640_02860,"2860, chemin des Parties
Les Imberts",GORDES,84220,1978.0,,9.831201765348384,7.863459013213127,4.1588830833596715,2.1972245773362196,D,7.075182812808598,C,D,D,C
2284E0347684T,43.91092198717481,5.200046944314629,6447.5,488.0,1934.25,115.0,8.0,E,B,Place Genty Pantaly 84220 Gordes,,,84220,Gordes,84050_0310,Place Genty Pantaly,GORDES,84220,1947.0,,8.771602824604447,6.192362489474872,4.7535901911063645,2.1972245773362196,B,5.598991855203028,B,A,A,B
2184E1031638Q,43.87459203220163,5.194287965463689,14776.7,742.5,4433.01,331.8,16.6,G,C,Chemin des Michelons 84220 Gordes,,,84220,Gordes,84050_0555,des Michelons,GORDES,84220,1900.0,,9.600874566695927,6.61136876590021,5.807541708947054,2.8678989020441064,B,5.476107024090842,B,C,C,B
2284E0347707Q,43.87394404174509,5.174154004713862,56646.8,2429.6,16994.04,212.0,9.0,E,B,Chemin des Combettes 84220 Gordes,,,84220,Gordes,84050_0132,Les Combettes,GORDES,84220,1947.0,,10.9446084307506,7.7958934194367,5.3612921657094255,2.302585092994046,B,5.307696112575383,C,F,F,C
2284E0854547M,43.914309036122795,5.200995997869147,9315.3,700.4,2794.59,52.0,3.0,C,A,248 Chemin de l'Hôpital 84220 Gordes,248,Chemin de l'Hôpital,84220,Gordes,84050_0350_00248,"Les Barres
248, Chemin de L'Hôpital",GORDES,84220,1948.0,,9.139520833147824,6.5530783377060775,3.970291913552122,1.3862943611198906,C,5.802466693552762,B,B,B,B
2284E1434641U,43.88082301381985,5.209095022330149,30615.5,978.8,9184.65,588.0,18.0,G,C,3370 Route de Saint Pantaleon 84220 Gordes,3370,Route de Saint Pantaleon,84220,Gordes,84050_0803_03370,"3370, Route de Saint Pantaléon",GORDES,84220,,,10.329294358302207,6.887348469204475,6.3784261836515865,2.9444389791664403,B,5.221641665275309,C,D,D,C
2284E2334778L,43.91176900783965,5.201301029797637,14735.3,902.4,4420.589999999999,144.0,8.0,E,B,28 Rue Saint Pons 84220 Gordes,28,Rue Saint Pons,84220,Gordes,84050_0804_00028,28 RUE SAINT PONS,GORDES,84220,,,9.598069116594049,6.806165423220504,4.976733742420574,2.1972245773362196,C,5.750267171198106,B,C,C,B
2284E2817060T,43.91133103896478,5.201005057146001,12478.5,961.1,3743.55,166.0,12.0,F,C,107 rue baptistin picca 84220 Gordes,107,rue baptistin picca,84220,Gordes,84050_0035_00107,"107, Rue Baptistin Pica",GORDES,84220,,,9.431842577018267,6.869118395367219,5.117993812416755,2.5649493574615367,C,6.003887564573906,B,C,C,B
2284E2618362N,43.91020899313645,5.198400059785294,57228.0,17444.0,17168.399999999998,154.0,47.0,D,D,Rue de la Fontaine Basse 84220 Gordes,,,84220,Gordes,84050_0280,Chemin de la FONTAINE BASSE,GORDES,84220,,,10.95481604189735,9.766808353620874,5.043425116919247,3.871201010907891,D,7.842226490919801,D,F,F,D
2284E2769095Y,43.886217014427174,5.167541963182271,31637.2,2461.0,9491.16,175.0,13.0,F,C,Les Imberts 84220 Gordes,,,84220,Gordes,84050_7lah4v,"109, Place de l'église
Hameau des Imberts",GORDES,84220,,,10.36212053025065,7.808729306744399,5.170483995038151,2.6390573296152584,C,6.233735309367147,C,E,E,C
2284E2839141A,43.90371599444557,5.228910980485597,16285.4,1250.8,4885.62,133.0,10.0,E,B,1176 Chemin de la Capoune 84220 Gordes,1176,Chemin de la Capoune,84220,Gordes,84050_0103_01176,"1176, Chemin de la Capoune",GORDES,84220,,,9.698085682698075,7.132337794490601,4.897839799950911,2.3978952727983707,C,6.123829588544487,B,C,C,C
2284E1512707I,43.875661035309676,5.19041505058197,10691.8,586.2,3207.5399999999995,69.0,3.0,C,A,9 Chemin des Beaumonnes 84220 Gordes,9,Chemin des Beaumonnes,84220,Gordes,84050_0065_00009,"9, Chemin des Beaumonnes
Fontcaudette",GORDES,84220,,,9.277325896756805,6.375365477300306,4.248495242049359,1.3862943611198906,B,5.39798330612682,B,B,B,B
2284E1633153W,43.905341017682865,5.22647604205411,15758.7,958.8,4727.61,84.0,5.0,C,A,112 Chemin des Pourquiers 84220 Gordes,112,Chemin des Pourquiers,84220,Gordes,84050_0710_00112,112 CHEMIN DES POURQUIERS,GORDES,84220,,,9.665211327697698,6.866724929424145,4.442651256490317,1.791759469228055,C,5.774537476875481,B,C,C,B
2284E1684410H,43.876240991113235,5.1837440393269345,34884.7,2709.1,10465.409999999998,170.0,13.0,F,C,Chemin des Gros 84220 Gordes,,,84220,Gordes,84050_0340,Hameau des Gros,GORDES,84220,,,10.459832282102935,7.904740813561949,5.14166355650266,2.6390573296152584,C,6.207587844926171,C,E,E,C
2284E1939258D,43.87361600978859,5.200808033975479,25164.7,1633.3,7549.41,136.0,8.0,E,B,331 chemin des chavelles 84220 Gordes,331,chemin des chavelles,84220,Gordes,84050_0118_00331,"331, Chemin des Chavelles
La Petite L",GORDES,84220,1978.0,,10.133237235235274,7.398969857099012,4.919980925828125,2.1972245773362196,C,6.005865529353542,C,D,D,C
2284E2336138T,43.91307199658968,5.19378105856596,14014.8,3788.7,4204.44,509.0,137.0,G,G,chemin des mians 84220 Gordes,,,84220,Gordes,84050_0550,"136, Chemin des MIANS",GORDES,84220,,,9.547940543667972,8.240042139270674,6.234410725718371,4.927253685157205,E,8.107946512121503,C,D,D,C
2284E2205657G,43.92720004435394,5.203032958183487,23822.9,1806.7,7146.87,88.0,6.0,D,B,chemin de fontanille 84220 Gordes,,,84220,Gordes,84050_0281,FONTANILLE,GORDES,84220,,,10.07844455746703,7.499810597980809,4.48863636973214,1.9459101490553132,C,6.208576461132214,C,D,D,C
2284E2837548T,43.91220495630411,5.196207046289409,19190.4,1068.5,5757.12,127.0,7.0,D,B,4 Chemin de Granan 84220 Gordes,4,Chemin de Granan,84220,Gordes,84050_0335_00004,"4, Chemin de Granan",GORDES,84220,,,9.86221754100457,6.9749465285224606,4.852030263919617,2.0794415416798357,C,5.738828284920667,B,C,C,C
2284E3026673U,43.910965970693496,5.205417989609599,31753.1,2077.2,9525.929999999998,258.0,16.0,G,C,299 chemin du touron 84220 Gordes,299,chemin du touron,84220,Gordes,84050_0865_00299,"299, Chemin de Touron",GORDES,84220,,,10.365777129842046,7.639257413418546,5.556828061699537,2.833213344056216,C,6.010103474780259,C,E,E,C
2284E2365038H,43.886216022406536,5.1675420499982625,38804.9,2355.6,11641.47,209.0,12.0,F,C,Les Imberts 84220 Gordes,,,84220,Gordes,84050_7lah4v,Hameau des BOURGUES - Les IMBERTS,GORDES,84220,,,10.566327575906802,7.76497518127924,5.3471075307174685,2.5649493574615367,C,5.86602544661322,C,E,E,C
2284E1684409G,43.876240991113235,5.1837440393269345,34884.7,2709.1,10465.409999999998,170.0,13.0,F,C,Chemin des Gros 84220 Gordes,,,84220,Gordes,84050_0340,Hameau des Gros,GORDES,84220,,,10.459832282102935,7.904740813561949,5.14166355650266,2.6390573296152584,C,6.207587844926171,C,E,E,C
2284E2945011Y,43.87371903257775,5.191810949414842,19224.0,1202.4,5767.2,124.0,7.0,D,B,721 Chemin de Fontcaudette 84220 Gordes,721,Chemin de Fontcaudette,84220,Gordes,84050_0288_00721,"721, Chemin de Fontcaudette",GORDES,84220,,,9.863966794373844,7.092906162786251,4.8283137373023015,2.0794415416798357,C,5.895439560987725,B,D,C,C
2284E2425179K,43.898070969316734,5.190555973218984,22888.0,1779.9,6866.4,284.0,22.0,G,C,517 Avenue Justin Bonfils 84220 Gordes,517,Avenue Justin Bonfils,84220,Gordes,84050_0460_00517,517 AVENUE JUSTIN BONFILS,GORDES,84220,,,10.038411724792649,7.48487413348196,5.652489180268651,3.1354942159291497,C,6.237949214335658,C,D,D,C
2284E1965945O,43.8765150033727,5.1905869505514195,30665.2,6476.6,9199.56,162.0,34.0,D,D,220 chemin de bas picordon 84220 Gordes,220,chemin de bas picordon,84220,Gordes,84050_0045_00220,"220, Chemin de Bas Picordon
Quartier Foncaudette",GORDES,84220,,,10.330916349855977,8.776105350371905,5.093750200806762,3.5553480614894135,D,7.699091407808542,C,E,F,C
2284E2708024B,43.91113997221739,5.181246955139658,28124.2,2176.5,8437.26,138.0,10.0,E,B,1516 Chemin de Granan 84220 Gordes,1516,Chemin de Granan,84220,Gordes,84050_0335_01516,"Le Doucos, 1516 chemin de Granan",GORDES,84220,,,10.244421250592548,7.685932708726658,4.9344739331306915,2.3978952727983707,C,6.241236469945015,C,E,E,C
2284E2525727Q,43.87632496021947,5.194350946349216,19115.7,1212.8,5734.71,102.0,6.0,D,B,1710 route des beaumettes 84220 Gordes,1710,route des beaumettes,84220,Gordes,84050_0063_01710,"1710, Route des Beaumettes - D 103
Hameau les Bouillardoires",GORDES,84220,,,9.85831757756705,7.101511213401754,4.634728988229636,1.9459101490553132,C,5.912949383690898,B,D,C,C
2284E1672231W,43.876240991113235,5.1837440393269345,34884.7,2709.1,10465.409999999998,170.0,13.0,F,C,Chemin des Gros 84220 Gordes,,,84220,Gordes,84050_0340,Hameau des Gros,GORDES,84220,,,10.459832282102935,7.904740813561949,5.14166355650266,2.6390573296152584,C,6.207587844926171,C,E,E,C
2284E2157125Q,43.87632496021947,5.194350946349216,18044.5,1149.6,5413.349999999999,102.0,6.0,D,B,1710 route des beaumettes 84220 Gordes,1710,route des beaumettes,84220,Gordes,84050_0063_01710,"1710, Route des Beaumettes - D 103
Hameau les Bouillardoires",GORDES,84220,,,9.800651625199526,7.048038824429193,4.634728988229636,1.9459101490553132,C,5.89761444696096,B,C,C,C
2284E2515927S,43.87632496021947,5.194350946349216,19419.6,1231.9,5825.879999999999,104.0,6.0,D,B,1710 route des beaumettes 84220 Gordes,1710,route des beaumettes,84220,Gordes,84050_0063_01710,"1710, Route des Beaumettes - D 103
Hameau les Bouillardoires",GORDES,84220,,,9.874089637351567,7.117124396874507,4.653960350157523,1.9459101490553132,C,5.918090527780496,B,D,D,C
2284E2525908P,43.87632496021947,5.194350946349216,21806.4,1382.3,6541.92,116.0,7.0,D,B,1710 route des beaumettes 84220 Gordes,1710,route des beaumettes,84220,Gordes,84050_0063_01710,"1710, Route des Beaumettes - D 103
Hameau les Bouillardoires",GORDES,84220,,,9.990004640718503,7.232227227880769,4.762173934797756,2.0794415416798357,C,5.950335897582478,B,D,D,C
2284E2486404F,43.88486100270391,5.179465051074581,29265.2,8866.9,8779.56,286.9,86.9,F,F,88 chemin des hermitants 84220 Gordes,88,chemin des hermitants,84220,Gordes,84050_0345_00088,des hermitants,GORDES,84220,1966.0,,10.284188545497674,9.090193294172847,5.66261319761813,4.476199804691132,E,8.293301272398782,C,F,F,C
2284E1606745E,43.91050200096033,5.199608965825154,36952.7,11558.4,11085.81,284.0,88.0,F,F,Rue Porte de Savoie 84220 Gordes,,,84220,Gordes,84050_0698,Rue Porte de Savoie,GORDES,84220,,,10.517421056681139,9.355254237765168,5.652489180268651,4.48863636973214,E,8.241647288232253,C,F,F,D
2284E1929770F,43.87639203632442,5.190860020797896,27169.2,7218.9,8150.76,112.3,29.8,C,C,387 Chemin de Fontcaudette 84220 Gordes,387,Chemin de Fontcaudette,84220,Gordes,84050_0288_00387,de Fontcaudette,GORDES,84220,1900.0,,10.209876063453294,8.884596381375442,4.730039168033961,3.427514689979529,E,8.099286365687078,C,E,E,C
2284E2336937M,43.905505983328176,5.227780990826284,25457.6,4199.9,7637.279999999999,231.0,38.0,E,D,570 Route de Goult 84220 Gordes,570,Route de Goult,84220,Gordes,84050_0330_00570,"570, Route de Goult
Hameau des Pourquiers",GORDES,84220,,,10.14480888238268,8.343054067029842,5.44673737166631,3.6635616461296463,D,7.351479890724704,C,E,E,C
2284E1684408F,43.876240991113235,5.1837440393269345,34884.7,2709.1,10465.409999999998,170.0,13.0,F,C,Chemin des Gros 84220 Gordes,,,84220,Gordes,84050_0340,Hameau des Gros,GORDES,84220,,,10.459832282102935,7.904740813561949,5.14166355650266,2.6390573296152584,C,6.207587844926171,C,E,E,C
2284E1842665A,43.88496297801821,5.231082943292643,13855.0,1034.0,4156.5,69.3,5.1,C,A,313 Chemin Moulin des Roberts 84220 Gordes,313,Chemin Moulin des Roberts,84220,Gordes,84050_0575_00313,du Moulin des Roberts,GORDES,84220,1860.0,,9.536473630802217,6.942156705699469,4.252771798816619,1.8082887711792655,C,6.008921179947768,B,C,C,B
2284E2066380L,43.91923896357449,5.202420949879403,18541.8,1418.5,5562.54,134.0,10.0,E,B,Route de Murs 84220 Gordes,,,84220,Gordes,84050_0580,"285, Route de Murs",GORDES,84220,,,9.827836852527966,7.258059975913026,4.90527477843843,2.3978952727983707,C,6.165040047071718,B,D,D,C
2284E1566867K,43.87576498703616,5.1886889844806445,15567.7,1149.4,4670.31,56.0,4.0,C,A,147 Chemin des Beaumonnes 84220 Gordes,147,Chemin des Beaumonnes,84220,Gordes,84050_0065_00147,"147, Chemin des Beaumonnes",GORDES,84220,,,9.653017767443712,7.047864986966783,4.04305126783455,1.6094379124341003,C,6.047045523122418,B,C,C,C
2284E2067581Q,43.905031018687076,5.225973960103207,11939.7,689.9,3581.9100000000003,79.0,4.0,C,A,167 chemin des pourquiers 84220 Gordes,167,chemin des pourquiers,84220,Gordes,84050_0710_00167,"167, Chemin des Pourquiers",GORDES,84220,,,9.38770801169379,6.537995095494749,4.382026634673881,1.6094379124341003,B,5.546305419710461,B,B,B,B
2284E2501767C,43.91044404156785,5.201395003059136,10363.0,788.6,3108.9,117.0,8.0,E,B,187 Chemin de Lourdanaud 84220 Gordes,187,Chemin de Lourdanaud,84220,Gordes,84050_0520_00187,187 CHEMIN DE LOURDANAUD,GORDES,84220,,,9.246093541682,6.671526488119272,4.770684624465665,2.1972245773362196,C,5.883370981967504,B,B,B,B
2284E2837549U,43.91220495630411,5.196207046289409,19190.4,1068.5,5757.12,127.0,7.0,D,B,4 Chemin de Granan 84220 Gordes,4,Chemin de Granan,84220,Gordes,84050_0335_00004,"4, Chemin de Granan",GORDES,84220,,,9.86221754100457,6.9749465285224606,4.852030263919617,2.0794415416798357,C,5.738828284920667,B,C,C,C
2284E3148755G,43.902029966779516,5.242712957456485,24427.1,1641.5,7328.129999999999,139.0,9.0,E,B,997 chemin de toudoumiane 84220 Gordes,997,chemin de toudoumiane,84220,Gordes,84050_0858_00997,"997, Chemin de Toudoumiane",GORDES,84220,,,10.103489387997657,7.403974750358765,4.941642422609304,2.302585092994046,C,6.048364582752517,C,D,D,C
2284E2680194R,43.890939959761944,5.201505008127247,14868.0,1137.6,4460.4,66.0,5.0,C,A,chemin du clos de denante 84220 Gordes,,,84220,Gordes,84050_0127,"Lieu-dit Clos de DENANTE
Chemin des Garrigues",GORDES,84220,1983.0,,9.607033787697222,7.037554716516982,4.204692619390966,1.791759469228055,C,6.079366356443017,B,C,C,B
2284E1991568B,43.87308697200669,5.183403031697027,6459.1,476.0,1937.73,57.0,4.0,C,A,1501 chemin des gros 84220 Gordes,1501,chemin des gros,84220,Gordes,84050_0340_01501,"1501, Chemin des Gros",GORDES,84220,,,8.773400076532997,6.1675164908883415,4.060443010546419,1.6094379124341003,B,5.55426743555588,B,A,A,B
2284E2972212D,43.88380996026465,5.170753946925491,10480.2,784.6,3144.06,97.0,7.0,D,B,147 chemin des bouisses 84220 Gordes,147,chemin des bouisses,84220,Gordes,84050_0082_00147,"147, Chemin des Bouisses",GORDES,84220,,,9.257338455136766,6.666447757040256,4.584967478670572,2.0794415416798357,C,5.863968055286031,B,B,B,B
2284E2274222J,43.91818596902338,5.1972590078484195,14892.8,825.3,4467.839999999999,69.0,3.0,C,A,chemin des caquettes 84220 Gordes,,,84220,Gordes,84050_0104,"Le clos des chênes
chemin des caquettes",GORDES,84220,,,9.6087002979543,6.716957903707138,4.248495242049359,1.3862943611198906,B,5.615057532454768,B,C,C,B
2284E1741184X,43.884646960581506,5.170187049920055,38903.4,9175.3,11671.02,377.0,89.0,F,F,44 Chemin des Bouisses 84220 Gordes,44,Chemin des Bouisses,84220,Gordes,84050_0082_00044,"44, Chemin des Bouisses
Les Imberts",GORDES,84220,,,10.568862633749868,9.124379352259076,5.934894195619588,4.499809670330265,D,7.762285151388952,C,F,F,D
2284E2752572L,43.89971502528709,5.194606050247297,47545.2,2743.8,14263.56,168.0,9.0,E,B,205 Chemin des Garrigues 84220 Gordes,205,Chemin des Garrigues,84220,Gordes,84050_0301_00205,205 chemin des Garrigues,GORDES,84220,,,10.769457148902069,7.91746349154424,5.1298987149230735,2.302585092994046,C,5.710632956783258,C,F,E,C
2284E1684407E,43.876240991113235,5.1837440393269345,34884.7,2709.1,10465.409999999998,170.0,13.0,F,C,Chemin des Gros 84220 Gordes,,,84220,Gordes,84050_0340,Hameau des Gros,GORDES,84220,,,10.459832282102935,7.904740813561949,5.14166355650266,2.6390573296152584,C,6.207587844926171,C,E,E,C
2284E2202615G,43.89246902723837,5.18723495115562,8303.8,618.3,2491.14,108.1,8.0,D,B,1224 Avenue Justin Bonfils 84220 Gordes,1224,Avenue Justin Bonfils,84220,Gordes,84050_0460_01224,Justin Bonfils,GORDES,84220,1900.0,,9.024588939879036,6.428589807944015,4.692264892839025,2.1972245773362196,C,5.718739988074882,B,B,B,B
2284E2491820N,43.88697303844643,5.168358989636702,31694.4,2448.0,9508.32,105.6,8.1,D,B,25 rue principale 84220 Gordes,25,rue principale,84220,Gordes,84050_0720_00025,principale,GORDES,84220,1800.0,,10.363926838925742,7.803435056952168,4.669083511731744,2.2082744135228043,C,6.224040170472049,C,E,E,C
2284E3012624L,43.91069204558768,5.200301963328466,41905.6,13413.6,12571.679999999998,364.0,116.0,G,G,Rue du Four 84220 Gordes,,,84220,Gordes,84050_0282,Lieu-dit Carcarille,GORDES,84220,,,10.64319861140535,9.504098945046561,5.8998973535824915,4.762173934797756,E,8.197052254816299,D,F,F,D
2284E2618427A,43.91020899313645,5.198400059785294,23575.3,1369.1,7072.589999999999,152.0,8.0,E,B,Rue de la Fontaine Basse 84220 Gordes,,,84220,Gordes,84050_0280,Chemin de la FONTAINE BASSE,GORDES,84220,,,10.067997249141458,7.222639008859063,5.030437921392435,2.1972245773362196,C,5.852505338195633,B,D,D,C
2284E1737740L,43.91026299094967,5.229518978371803,12900.2,973.6,3870.06,105.7,7.9,D,B,Route des Trois Soldats les Sauvestres de Veroncle 84220 Gordes,,,84220,Gordes,84050_ooq3rr,Quartier Les Sauvestres,GORDES,84220,1985.0,,9.465075609279182,6.882027130409406,4.670021158307708,2.186051276738094,C,5.990008802005947,B,C,C,B
2284E1565691E,43.90584801502863,5.227582030220224,32666.8,6977.5,9800.04,243.0,52.0,E,E,531 Route de Goult 84220 Gordes,531,Route de Goult,84220,Gordes,84050_0330_00531,"531, Route de GOULT",GORDES,84220,,,10.394145162260331,8.8505892729487,5.497168225293202,3.970291913552122,D,7.694245197311816,C,F,F,C
2284E2479623K,43.9051189797964,5.225995944248921,21318.8,5069.1,6395.639999999999,137.0,32.0,D,D,chemin des pourquiers 84220 Gordes,,,84220,Gordes,84050_0710,Les Pourquiers,GORDES,84220,2000.0,,9.967391497372741,8.531115820256593,4.927253685157205,3.4965075614664802,D,7.944183443582786,C,E,E,C
2284E2130371Q,43.88514796846615,5.220359973981109,18256.5,1051.9,5476.95,321.0,18.0,G,C,1566 route de la la badelle 84220 Gordes,1566,route de la la badelle,84220,Gordes,84050_0034_01566,1566 route de la la badelle,"GORDES, France",84220,,,9.812331233494264,6.959303540862714,5.7745515455444085,2.9444389791664403,C,5.765006210297264,B,C,C,C
2284E1536913I,43.91050200096033,5.199608965825154,35662.1,11140.3,10698.63,274.0,85.0,F,F,Rue Porte de Savoie 84220 Gordes,,,84220,Gordes,84050_0698,Rue Porte de Savoie,GORDES,84220,,,10.4818718197756,9.318414203261627,5.616771097666572,4.454347296253507,E,8.259299820390781,C,F,F,D
2284E1928591W,43.910331997107775,5.192941002235519,35377.0,2187.4,10613.1,146.0,9.0,E,B,470 Chemin de Gaumaud 84220 Gordes,470,Chemin de Gaumaud,84220,Gordes,84050_0325_00470,"470, Chemin de Gaumaud",GORDES,84220,,,10.473845437003453,7.690925962189671,4.990432586778736,2.302585092994046,C,5.9177326609429945,C,E,E,C
2284E2768389U,43.90989096737189,5.220542052505491,38803.0,2023.7,11640.9,127.0,6.0,D,B,2946 route des trois soldats 84220 Gordes,2946,route des trois soldats,84220,Gordes,84050_0880_02946,"2946, Route des trois soldats
Quartier les Gervais",GORDES,84220,1987.0,,10.566278613081174,7.61317682041747,4.852030263919617,1.9459101490553132,C,5.691928861192748,C,E,E,C
2284E2268775W,43.90310003246253,5.194708061194324,16913.5,1302.7,5074.05,113.0,8.0,E,B,1266 route des moines 84220 Gordes,1266,route des moines,84220,Gordes,84050_0565_01266,"1266, Route de Moines",GORDES,84220,,,9.735926521215397,7.172961654668733,4.736198448394496,2.1972245773362196,C,6.1426904807328935,B,C,C,C
2284E2581022J,43.91854499877508,5.194675988273074,5192.1,396.8,1557.63,112.5,8.5,E,B,Route de Senanque 84220 Gordes,,Route de Senanque,84220,Gordes,84050_0810,Route de Sénanque Les Bastidons N°15,GORDES,84220,1996.0,,8.555086100350612,5.985949366419872,4.7318028369214575,2.2512917986064953,B,5.499914162736384,A,A,A,B
2384E4058556Q,43.88708499402446,5.168224945344768,5871.7,436.2,1761.51,100.0,7.0,D,B,12 rue principale 84220 Gordes,12,rue principale,84220,Gordes,84050_0720_00012,"12, Rue principale 
Les Imberts
Appart URBAN",GORDES,84220,,,8.678069772998692,6.080390756302384,4.61512051684126,2.0794415416798357,B,5.514797836335666,B,A,A,B
2384E2656102C,43.87221401461601,5.195136049892239,6906.8,504.1,2072.04,52.0,3.0,C,A,Che des Martins 84220 Gordes,,Che des Martins,84220,Gordes,84050_0545,Les Martins,GORDES,84220,2023.0,,8.840406486907673,6.224756429474007,3.970291913552122,1.3862943611198906,B,5.5765592702667925,B,B,B,B
2384E2449472U,43.87589703649765,5.18828595586198,6139.5,466.2,1841.85,93.0,7.0,D,B,176 chemin des beaumonnes 84220 Gordes,176,chemin des beaumonnes,84220,Gordes,84050_0065_00176,"176 CHEMIN DES BEAUMONNES
MAISON 3",GORDES,84220,2009.0,,8.722661451050438,6.146757431514017,4.543294782270004,2.0794415416798357,B,5.57730564230176,B,A,A,B
2384E2566746I,43.89567095836397,5.167577984709051,18800.9,1162.6,5640.27,403.0,24.0,G,C,1310 chemin de la croix des baux 84220 Gordes,1310,chemin de la croix des baux,84220,Gordes,84050_0145_01310,"1310, Chemin de la Croix des Baux",GORDES,84220,,,9.841713207541224,7.059273926621047,6.0014148779611505,3.2188758248682006,C,5.872030452312847,B,C,C,C
